RegistrationID,ItemName,Response
Cand002,Item100,B
Cand003,Item001,A
Cand003,Item002,C
Cand003,Item003,C
Cand003,Item004,C
Cand003,Item005,A
Cand003,Item006,A
Cand003,Item007,C
Cand003,Item008,C
Cand003,Item009,D
Cand003,Item010,B
Cand003,Item011,A
Cand003,Item012,A
Cand003,Item013,B
Cand003,Item014,C
Cand003,Item015,D
Cand003,Item016,D
Cand003,Item017,D
Cand003,Item018,C
Cand003,Item019,C
Cand003,Item020,C
Cand003,Item021,B
Cand003,Item022,B
Cand003,Item023,A
Cand003,Item024,C
Cand003,Item025,D
Cand003,Item026,C
Cand003,Item027,A
Cand003,Item028,C
Cand003,Item029,D
Cand003,Item030,C
Cand003,Item031,B
Cand003,Item032,D
Cand003,Item033,A
Cand003,Item034,B
Cand003,Item035,D
Cand003,Item036,D
Cand003,Item037,A
Cand003,Item038,D
Cand003,Item039,A
Cand003,Item040,D
Cand003,Item041,B
Cand003,Item042,C
Cand003,Item043,D
Cand003,Item044,D
Cand003,Item045,B
Cand003,Item046,B
Cand003,Item047,D
Cand003,Item048,D
Cand003,Item049,C
Cand003,Item050,C
Cand003,Item051,B
Cand003,Item052,B
Cand003,Item053,D
Cand003,Item054,C
Cand003,Item055,C
Cand003,Item056,A
Cand003,Item057,D
Cand003,Item058,D
Cand003,Item059,D
Cand003,Item060,A
Cand003,Item061,B
Cand003,Item062,D
Cand003,Item063,C
Cand003,Item064,C
Cand003,Item065,C
Cand003,Item066,A
Cand003,Item067,D
Cand003,Item068,A
Cand003,Item069,A
Cand003,Item070,A
Cand003,Item071,A
Cand003,Item072,B
Cand003,Item073,C
Cand003,Item074,C
Cand003,Item075,C
Cand003,Item076,A
Cand003,Item077,C
Cand003,Item078,C
Cand003,Item079,D
Cand003,Item080,A
Cand003,Item081,A
Cand003,Item082,B
Cand003,Item083,B
Cand003,Item084,C
Cand003,Item085,C
Cand003,Item086,D
Cand003,Item087,C
Cand003,Item088,D
Cand003,Item089,C
Cand003,Item090,B
Cand003,Item091,C
Cand003,Item092,A
Cand003,Item093,B
Cand003,Item094,C
Cand003,Item095,B
Cand003,Item096,A
Cand003,Item097,B
Cand003,Item098,A
Cand003,Item099,C
Cand003,Item100,B
Cand004,Item001,B
Cand004,Item002,C
Cand004,Item003,A
Cand004,Item004,A
Cand004,Item005,A
Cand004,Item006,A
Cand004,Item007,A
Cand004,Item008,C
Cand004,Item009,B
Cand004,Item010,D
Cand004,Item011,B
Cand004,Item012,D
Cand004,Item013,B
Cand004,Item014,A
Cand004,Item015,D
Cand004,Item016,D
Cand004,Item017,A
Cand004,Item018,B
Cand004,Item019,B
Cand004,Item020,B
Cand004,Item021,B
Cand004,Item022,B
Cand004,Item023,A
Cand004,Item024,A
Cand004,Item025,A
Cand004,Item026,C
Cand004,Item027,C
Cand004,Item028,B
Cand004,Item029,D
Cand004,Item030,C
Cand004,Item031,D
Cand004,Item032,D
Cand004,Item033,A
Cand004,Item034,B
Cand004,Item035,A
Cand004,Item036,D
Cand004,Item037,A
Cand004,Item038,D
Cand004,Item039,A
Cand004,Item040,D
Cand004,Item041,C
Cand004,Item042,B
Cand004,Item043,B
Cand004,Item044,D
Cand004,Item045,B
Cand004,Item046,B
Cand004,Item047,D
Cand004,Item048,A
Cand004,Item049,D
Cand004,Item050,C
Cand004,Item051,C
Cand004,Item052,C
Cand004,Item053,D
Cand004,Item054,A
Cand004,Item055,C
Cand004,Item056,A
Cand004,Item057,D
Cand004,Item058,D
Cand004,Item059,B
Cand004,Item060,A
Cand004,Item061,A
Cand004,Item062,D
Cand004,Item063,C
Cand004,Item064,C
Cand004,Item065,B
Cand004,Item066,B
Cand004,Item067,C
Cand004,Item068,A
Cand004,Item069,D
Cand004,Item070,D
Cand004,Item071,B
Cand004,Item072,B
Cand004,Item073,B
Cand004,Item074,C
Cand004,Item075,C
Cand004,Item076,A
Cand004,Item077,A
Cand004,Item078,C
Cand004,Item079,A
Cand004,Item080,C
Cand004,Item081,A
Cand004,Item082,D
Cand004,Item083,B
Cand004,Item084,D
Cand004,Item085,A
Cand004,Item086,D
Cand004,Item087,C
Cand004,Item088,A
Cand004,Item089,A
Cand004,Item090,A
Cand004,Item091,B
Cand004,Item092,A
Cand004,Item093,C
Cand004,Item094,A
Cand004,Item095,B
Cand004,Item096,A
Cand004,Item097,B
Cand004,Item098,A
Cand004,Item099,C
Cand004,Item100,B
Cand005,Item001,C
Cand005,Item002,A
Cand005,Item003,A
Cand005,Item004,A
Cand005,Item005,A
Cand005,Item006,A
Cand005,Item007,C
Cand005,Item008,C
Cand005,Item009,A
Cand005,Item010,B
Cand005,Item011,A
Cand005,Item012,D
Cand005,Item013,B
Cand005,Item014,A
Cand005,Item015,D
Cand005,Item016,D
Cand005,Item017,A
Cand005,Item018,C
Cand005,Item019,C
Cand005,Item020,C
Cand005,Item021,B
Cand005,Item022,A
Cand005,Item023,A
Cand005,Item024,A
Cand005,Item025,C
Cand005,Item026,D
Cand005,Item027,A
Cand005,Item028,C
Cand005,Item029,D
Cand005,Item030,C
Cand005,Item031,D
Cand005,Item032,D
Cand005,Item033,A
Cand005,Item034,B
Cand005,Item035,D
Cand005,Item036,D
Cand005,Item037,A
Cand005,Item038,D
Cand005,Item039,A
Cand005,Item040,C
Cand005,Item041,B
Cand005,Item042,B
Cand005,Item043,D
Cand005,Item044,D
Cand005,Item045,B
Cand005,Item046,C
Cand005,Item047,D
Cand005,Item048,A
Cand005,Item049,D
Cand005,Item050,C
Cand005,Item051,B
Cand005,Item052,B
Cand005,Item053,D
Cand005,Item054,A
Cand005,Item055,C
Cand005,Item056,A
Cand005,Item057,D
Cand005,Item058,C
Cand005,Item059,B
Cand005,Item060,A
Cand005,Item061,B
Cand005,Item062,D
Cand005,Item063,C
Cand005,Item064,C
Cand005,Item065,C
Cand005,Item066,A
Cand005,Item067,B
Cand005,Item068,A
Cand005,Item069,A
Cand005,Item070,D
Cand005,Item071,C
Cand005,Item072,B
Cand005,Item073,C
Cand005,Item074,C
Cand005,Item075,C
Cand005,Item076,C
Cand005,Item077,C
Cand005,Item078,B
Cand005,Item079,C
Cand005,Item080,C
Cand005,Item081,A
Cand005,Item082,B
Cand005,Item083,B
Cand005,Item084,C
Cand005,Item085,C
Cand005,Item086,D
Cand005,Item087,C
Cand005,Item088,D
Cand005,Item089,A
Cand005,Item090,A
Cand005,Item091,B
Cand005,Item092,A
Cand005,Item093,C
Cand005,Item094,A
Cand005,Item095,B
Cand005,Item096,A
Cand005,Item097,B
Cand005,Item098,A
Cand005,Item099,C
Cand005,Item100,B
Cand006,Item001,B
Cand006,Item002,C
Cand006,Item003,A
Cand006,Item004,A
Cand006,Item005,D
Cand006,Item006,A
Cand006,Item007,B
Cand006,Item008,C
Cand006,Item009,D
Cand006,Item010,C
Cand006,Item011,A
Cand006,Item012,D
Cand006,Item013,B
Cand006,Item014,A
Cand006,Item015,D
Cand006,Item016,D
Cand006,Item017,B
Cand006,Item018,B
Cand006,Item019,C
Cand006,Item020,B
Cand006,Item021,B
Cand006,Item022,A
Cand006,Item023,A
Cand006,Item024,A
Cand006,Item025,A
Cand006,Item026,C
Cand006,Item027,C
Cand006,Item028,C
Cand006,Item029,D
Cand006,Item030,C
Cand006,Item031,D
Cand006,Item032,D
Cand006,Item033,A
Cand006,Item034,B
Cand006,Item035,D
Cand006,Item036,D
Cand006,Item037,A
Cand006,Item038,D
Cand006,Item039,A
Cand006,Item040,B
Cand006,Item041,C
Cand006,Item042,B
Cand006,Item043,B
Cand006,Item044,D
Cand006,Item045,B
Cand006,Item046,B
Cand006,Item047,D
Cand006,Item048,D
Cand006,Item049,D
Cand006,Item050,C
Cand006,Item051,A
Cand006,Item052,C
Cand006,Item053,D
Cand006,Item054,A
Cand006,Item055,C
Cand006,Item056,A
Cand006,Item057,D
Cand006,Item058,D
Cand006,Item059,A
Cand006,Item060,B
Cand006,Item061,B
Cand006,Item062,D
Cand006,Item063,C
Cand006,Item064,C
Cand006,Item065,B
Cand006,Item066,B
Cand006,Item067,C
Cand006,Item068,A
Cand006,Item069,D
Cand006,Item070,D
Cand006,Item071,A
Cand006,Item072,B
Cand006,Item073,B
Cand006,Item074,B
Cand006,Item075,C
Cand006,Item076,A
Cand006,Item077,C
Cand006,Item078,C
Cand006,Item079,A
Cand006,Item080,C
Cand006,Item081,A
Cand006,Item082,D
Cand006,Item083,B
Cand006,Item084,D
Cand006,Item085,A
Cand006,Item086,D
Cand006,Item087,C
Cand006,Item088,A
Cand006,Item089,D
Cand006,Item090,C
Cand006,Item091,B
Cand006,Item092,A
Cand006,Item093,C
Cand006,Item094,A
Cand006,Item095,B
Cand006,Item096,A
Cand006,Item097,B
Cand006,Item098,A
Cand006,Item099,C
Cand006,Item100,B
Cand007,Item001,C
Cand007,Item002,A
Cand007,Item003,C
Cand007,Item004,A
Cand007,Item005,D
Cand007,Item006,A
Cand007,Item007,C
Cand007,Item008,C
Cand007,Item009,D
Cand007,Item010,B
Cand007,Item011,B
Cand007,Item012,D
Cand007,Item013,B
Cand007,Item014,A
Cand007,Item015,D
Cand007,Item016,D
Cand007,Item017,C
Cand007,Item018,B
Cand007,Item019,D
Cand007,Item020,B
Cand007,Item021,B
Cand007,Item022,B
Cand007,Item023,A
Cand007,Item024,A
Cand007,Item025,D
Cand007,Item026,D
Cand007,Item027,C
Cand007,Item028,C
Cand007,Item029,D
Cand007,Item030,C
Cand007,Item031,D
Cand007,Item032,B
Cand007,Item033,B
Cand007,Item034,B
Cand007,Item035,D
Cand007,Item036,C
Cand007,Item037,C
Cand007,Item038,D
Cand007,Item039,A
Cand007,Item040,C
Cand007,Item041,B
Cand007,Item042,B
Cand007,Item043,A
Cand007,Item044,D
Cand007,Item045,B
Cand007,Item046,B
Cand007,Item047,D
Cand007,Item048,B
Cand007,Item049,D
Cand007,Item050,C
Cand007,Item051,A
Cand007,Item052,B
Cand007,Item053,B
Cand007,Item054,A
Cand007,Item055,C
Cand007,Item056,A
Cand007,Item057,A
Cand007,Item058,C
Cand007,Item059,B
Cand007,Item060,A
Cand007,Item061,B
Cand007,Item062,D
Cand007,Item063,C
Cand007,Item064,C
Cand007,Item065,B
Cand007,Item066,A
Cand007,Item067,A
Cand007,Item068,D
Cand007,Item069,D
Cand007,Item070,D
Cand007,Item071,A
Cand007,Item072,B
Cand007,Item073,B
Cand007,Item074,B
Cand007,Item075,A
Cand007,Item076,C
Cand007,Item077,A
Cand007,Item078,C
Cand007,Item079,A
Cand007,Item080,C
Cand007,Item081,C
Cand007,Item082,C
Cand007,Item083,B
Cand007,Item084,A
Cand007,Item085,A
Cand007,Item086,D
Cand007,Item087,C
Cand007,Item088,A
Cand007,Item089,A
Cand007,Item090,A
Cand007,Item091,D
Cand007,Item092,A
Cand007,Item093,A
Cand007,Item094,A
Cand007,Item095,B
Cand007,Item096,C
Cand007,Item097,B
Cand007,Item098,D
Cand007,Item099,D
Cand007,Item100,C
Cand008,Item001,C
Cand008,Item002,C
Cand008,Item003,A
Cand008,Item004,A
Cand008,Item005,D
Cand008,Item006,A
Cand008,Item007,B
Cand008,Item008,C
Cand008,Item009,D
Cand008,Item010,C
Cand008,Item011,B
Cand008,Item012,D
Cand008,Item013,B
Cand008,Item014,A
Cand008,Item015,D
Cand008,Item016,D
Cand008,Item017,C
Cand008,Item018,B
Cand008,Item019,C
Cand008,Item020,B
Cand008,Item021,B
Cand008,Item022,B
Cand008,Item023,A
Cand008,Item024,A
Cand008,Item025,C
Cand008,Item026,C
Cand008,Item027,C
Cand008,Item028,C
Cand008,Item029,D
Cand008,Item030,C
Cand008,Item031,D
Cand008,Item032,D
Cand008,Item033,B
Cand008,Item034,B
Cand008,Item035,D
Cand008,Item036,D
Cand008,Item037,C
Cand008,Item038,D
Cand008,Item039,A
Cand008,Item040,C
Cand008,Item041,B
Cand008,Item042,B
Cand008,Item043,B
Cand008,Item044,A
Cand008,Item045,B
Cand008,Item046,C
Cand008,Item047,D
Cand008,Item048,B
Cand008,Item049,D
Cand008,Item050,C
Cand008,Item051,A
Cand008,Item052,B
Cand008,Item053,D
Cand008,Item054,A
Cand008,Item055,C
Cand008,Item056,A
Cand008,Item057,A
Cand008,Item058,C
Cand008,Item059,B
Cand008,Item060,A
Cand008,Item061,A
Cand008,Item062,D
Cand008,Item063,C
Cand008,Item064,D
Cand008,Item065,B
Cand008,Item066,B
Cand008,Item067,A
Cand008,Item068,A
Cand008,Item069,C
Cand008,Item070,D
Cand008,Item071,C
Cand008,Item072,B
Cand008,Item073,B
Cand008,Item074,C
Cand008,Item075,C
Cand008,Item076,A
Cand008,Item077,A
Cand008,Item078,C
Cand008,Item079,A
Cand008,Item080,C
Cand008,Item081,A
Cand008,Item082,D
Cand008,Item083,B
Cand008,Item084,A
Cand008,Item085,A
Cand008,Item086,D
Cand008,Item087,C
Cand008,Item088,D
Cand008,Item089,A
Cand008,Item090,A
Cand008,Item091,B
Cand008,Item092,A
Cand008,Item093,C
Cand008,Item094,D
Cand008,Item095,C
Cand008,Item096,A
Cand008,Item097,A
Cand008,Item098,C
Cand008,Item099,D
Cand008,Item100,C
Cand009,Item001,D
Cand009,Item002,C
Cand009,Item003,A
Cand009,Item004,C
Cand009,Item005,D
Cand009,Item006,A
Cand009,Item007,B
Cand009,Item008,C
Cand009,Item009,D
Cand009,Item010,B
Cand009,Item011,A
Cand009,Item012,D
Cand009,Item013,B
Cand009,Item014,A
Cand009,Item015,D
Cand009,Item016,D
Cand009,Item017,A
Cand009,Item018,B
Cand009,Item019,C
Cand009,Item020,B
Cand009,Item021,B
Cand009,Item022,B
Cand009,Item023,A
Cand009,Item024,A
Cand009,Item025,C
Cand009,Item026,C
Cand009,Item027,A
Cand009,Item028,A
Cand009,Item029,D
Cand009,Item030,C
Cand009,Item031,D
Cand009,Item032,D
Cand009,Item033,A
Cand009,Item034,B
Cand009,Item035,D
Cand009,Item036,D
Cand009,Item037,A
Cand009,Item038,D
Cand009,Item039,A
Cand009,Item040,B
Cand009,Item041,B
Cand009,Item042,B
Cand009,Item043,B
Cand009,Item044,D
Cand009,Item045,B
Cand009,Item046,B
Cand009,Item047,D
Cand009,Item048,B
Cand009,Item049,D
Cand009,Item050,B
Cand009,Item051,A
Cand009,Item052,C
Cand009,Item053,D
Cand009,Item054,A
Cand009,Item055,C
Cand009,Item056,A
Cand009,Item057,D
Cand009,Item058,C
Cand009,Item059,B
Cand009,Item060,A
Cand009,Item061,B
Cand009,Item062,D
Cand009,Item063,C
Cand009,Item064,C
Cand009,Item065,B
Cand009,Item066,D
Cand009,Item067,C
Cand009,Item068,D
Cand009,Item069,D
Cand009,Item070,B
Cand009,Item071,A
Cand009,Item072,B
Cand009,Item073,B
Cand009,Item074,C
Cand009,Item075,C
Cand009,Item076,A
Cand009,Item077,A
Cand009,Item078,C
Cand009,Item079,A
Cand009,Item080,C
Cand009,Item081,A
Cand009,Item082,D
Cand009,Item083,B
Cand009,Item084,D
Cand009,Item085,A
Cand009,Item086,D
Cand009,Item087,C
Cand009,Item088,A
Cand009,Item089,D
Cand009,Item090,C
Cand009,Item091,C
Cand009,Item092,A
Cand009,Item093,C
Cand009,Item094,A
Cand009,Item095,B
Cand009,Item096,A
Cand009,Item097,B
Cand009,Item098,A
Cand009,Item099,C
Cand009,Item100,B
Cand010,Item001,A
Cand010,Item002,C
Cand010,Item003,A
Cand010,Item004,C
Cand010,Item005,A
Cand010,Item006,B
Cand010,Item007,C
Cand010,Item008,C
Cand010,Item009,C
Cand010,Item010,C
Cand010,Item011,C
Cand010,Item012,A
Cand010,Item013,B
Cand010,Item014,C
Cand010,Item015,B
Cand010,Item016,C
Cand010,Item017,C
Cand010,Item018,B
Cand010,Item019,C
Cand010,Item020,B
Cand010,Item021,B
Cand010,Item022,B
Cand010,Item023,A
Cand010,Item024,A
Cand010,Item025,D
Cand010,Item026,C
Cand010,Item027,C
Cand010,Item028,C
Cand010,Item029,D
Cand010,Item030,C
Cand010,Item031,D
Cand010,Item032,D
Cand010,Item033,C
Cand010,Item034,B
Cand010,Item035,A
Cand010,Item036,D
Cand010,Item037,A
Cand010,Item038,D
Cand010,Item039,A
Cand010,Item040,A
Cand010,Item041,B
Cand010,Item042,B
Cand010,Item043,B
Cand010,Item044,D
Cand010,Item045,B
Cand010,Item046,C
Cand010,Item047,D
Cand010,Item048,A
Cand010,Item049,D
Cand010,Item050,C
Cand010,Item051,C
Cand010,Item052,B
Cand010,Item053,D
Cand010,Item054,A
Cand010,Item055,D
Cand010,Item056,A
Cand010,Item057,A
Cand010,Item058,D
Cand010,Item059,A
Cand010,Item060,A
Cand010,Item061,A
Cand010,Item062,D
Cand010,Item063,C
Cand010,Item064,D
Cand010,Item065,B
Cand010,Item066,D
Cand010,Item067,A
Cand010,Item068,D
Cand010,Item069,A
Cand010,Item070,C
Cand010,Item071,C
Cand010,Item072,B
Cand010,Item073,C
Cand010,Item074,C
Cand010,Item075,C
Cand010,Item076,A
Cand010,Item077,A
Cand010,Item078,C
Cand010,Item079,B
Cand010,Item080,C
Cand010,Item081,A
Cand010,Item082,D
Cand010,Item083,B
Cand010,Item084,A
Cand010,Item085,A
Cand010,Item086,D
Cand010,Item087,C
Cand010,Item088,A
Cand010,Item089,C
Cand010,Item090,A
Cand010,Item091,B
Cand010,Item092,B
Cand010,Item093,C
Cand010,Item094,B
Cand010,Item095,A
Cand010,Item096,A
Cand010,Item097,A
Cand010,Item098,A
Cand010,Item099,D
Cand010,Item100,B
Cand011,Item001,C
Cand011,Item002,C
Cand011,Item003,A
Cand011,Item004,A
Cand011,Item005,B
Cand011,Item006,B
Cand011,Item007,C
Cand011,Item008,B
Cand011,Item009,D
Cand011,Item010,B
Cand011,Item011,B
Cand011,Item012,A
Cand011,Item013,B
Cand011,Item014,A
Cand011,Item015,D
Cand011,Item016,A
Cand011,Item017,D
Cand011,Item018,B
Cand011,Item019,C
Cand011,Item020,C
Cand011,Item021,B
Cand011,Item022,B
Cand011,Item023,A
Cand011,Item024,C
Cand011,Item025,A
Cand011,Item026,C
Cand011,Item027,C
Cand011,Item028,C
Cand011,Item029,D
Cand011,Item030,C
Cand011,Item031,D
Cand011,Item032,B
Cand011,Item033,C
Cand011,Item034,B
Cand011,Item035,D
Cand011,Item036,D
Cand011,Item037,A
Cand011,Item038,A
Cand011,Item039,A
Cand011,Item040,B
Cand011,Item041,B
Cand011,Item042,B
Cand011,Item043,B
Cand011,Item044,D
Cand011,Item045,B
Cand011,Item046,C
Cand011,Item047,D
Cand011,Item048,B
Cand011,Item049,D
Cand011,Item050,A
Cand011,Item051,A
Cand011,Item052,B
Cand011,Item053,D
Cand011,Item054,A
Cand011,Item055,C
Cand011,Item056,A
Cand011,Item057,D
Cand011,Item058,C
Cand011,Item059,B
Cand011,Item060,A
Cand011,Item061,B
Cand011,Item062,D
Cand011,Item063,C
Cand011,Item064,B
Cand011,Item065,B
Cand011,Item066,B
Cand011,Item067,C
Cand011,Item068,A
Cand011,Item069,A
Cand011,Item070,A
Cand011,Item071,C
Cand011,Item072,B
Cand011,Item073,B
Cand011,Item074,D
Cand011,Item075,C
Cand011,Item076,C
Cand011,Item077,C
Cand011,Item078,B
Cand011,Item079,A
Cand011,Item080,C
Cand011,Item081,A
Cand011,Item082,D
Cand011,Item083,B
Cand011,Item084,D
Cand011,Item085,A
Cand011,Item086,D
Cand011,Item087,C
Cand011,Item088,C
Cand011,Item089,A
Cand011,Item090,D
Cand011,Item091,C
Cand011,Item092,A
Cand011,Item093,C
Cand011,Item094,D
Cand011,Item095,B
Cand011,Item096,A
Cand011,Item097,B
Cand011,Item098,A
Cand011,Item099,A
Cand011,Item100,C
Cand012,Item001,C
Cand012,Item002,C
Cand012,Item003,A
Cand012,Item004,A
Cand012,Item005,D
Cand012,Item006,A
Cand012,Item007,C
Cand012,Item008,C
Cand012,Item009,D
Cand012,Item010,B
Cand012,Item011,A
Cand012,Item012,D
Cand012,Item013,B
Cand012,Item014,A
Cand012,Item015,D
Cand012,Item016,D
Cand012,Item017,B
Cand012,Item018,B
Cand012,Item019,B
Cand012,Item020,B
Cand012,Item021,B
Cand012,Item022,B
Cand012,Item023,A
Cand012,Item024,A
Cand012,Item025,C
Cand012,Item026,C
Cand012,Item027,C
Cand012,Item028,C
Cand012,Item029,D
Cand012,Item030,C
Cand012,Item031,D
Cand012,Item032,D
Cand012,Item033,D
Cand012,Item034,B
Cand012,Item035,D
Cand012,Item036,D
Cand012,Item037,A
Cand012,Item038,D
Cand012,Item039,A
Cand012,Item040,B
Cand012,Item041,B
Cand012,Item042,B
Cand012,Item043,B
Cand012,Item044,D
Cand012,Item045,B
Cand012,Item046,A
Cand012,Item047,B
Cand012,Item048,B
Cand012,Item049,D
Cand012,Item050,C
Cand012,Item051,A
Cand012,Item052,B
Cand012,Item053,C
Cand012,Item054,D
Cand012,Item055,C
Cand012,Item056,B
Cand012,Item057,D
Cand012,Item058,D
Cand012,Item059,B
Cand012,Item060,A
Cand012,Item061,B
Cand012,Item062,D
Cand012,Item063,C
Cand012,Item064,C
Cand012,Item065,B
Cand012,Item066,C
Cand012,Item067,B
Cand012,Item068,D
Cand012,Item069,D
Cand012,Item070,A
Cand012,Item071,A
Cand012,Item072,B
Cand012,Item073,C
Cand012,Item074,A
Cand012,Item075,C
Cand012,Item076,D
Cand012,Item077,D
Cand012,Item078,C
Cand012,Item079,A
Cand012,Item080,C
Cand012,Item081,D
Cand012,Item082,D
Cand012,Item083,B
Cand012,Item084,D
Cand012,Item085,A
Cand012,Item086,D
Cand012,Item087,A
Cand012,Item088,D
Cand012,Item089,B
Cand012,Item090,A
Cand012,Item091,C
Cand012,Item092,A
Cand012,Item093,C
Cand012,Item094,B
Cand012,Item095,B
Cand012,Item096,A
Cand012,Item097,B
Cand012,Item098,A
Cand012,Item099,D
Cand012,Item100,C
Cand013,Item001,D
Cand013,Item002,C
Cand013,Item003,C
Cand013,Item004,C
Cand013,Item005,B
Cand013,Item006,A
Cand013,Item007,B
Cand013,Item008,C
Cand013,Item009,B
Cand013,Item010,B
Cand013,Item011,C
Cand013,Item012,D
Cand013,Item013,B
Cand013,Item014,A
Cand013,Item015,D
Cand013,Item016,A
Cand013,Item017,A
Cand013,Item018,B
Cand013,Item019,C
Cand013,Item020,B
Cand013,Item021,B
Cand013,Item022,D
Cand013,Item023,A
Cand013,Item024,C
Cand013,Item025,D
Cand013,Item026,A
Cand013,Item027,C
Cand013,Item028,C
Cand013,Item029,D
Cand013,Item030,C
Cand013,Item031,D
Cand013,Item032,D
Cand013,Item033,A
Cand013,Item034,D
Cand013,Item035,D
Cand013,Item036,D
Cand013,Item037,A
Cand013,Item038,D
Cand013,Item039,A
Cand013,Item040,B
Cand013,Item041,C
Cand013,Item042,B
Cand013,Item043,B
Cand013,Item044,A
Cand013,Item045,B
Cand013,Item046,D
Cand013,Item047,D
Cand013,Item048,A
Cand013,Item049,D
Cand013,Item050,C
Cand013,Item051,A
Cand013,Item052,B
Cand013,Item053,D
Cand013,Item054,D
Cand013,Item055,B
Cand013,Item056,A
Cand013,Item057,A
Cand013,Item058,D
Cand013,Item059,B
Cand013,Item060,B
Cand013,Item061,B
Cand013,Item062,C
Cand013,Item063,C
Cand013,Item064,C
Cand013,Item065,B
Cand013,Item066,B
Cand013,Item067,B
Cand013,Item068,A
Cand013,Item069,D
Cand013,Item070,B
